0.19407,0.1938,0.19395,1153.8
0.13589,0.13638,0.13615,1163.3
0.10019,0.10056,0.10038,966.7
0.10083,0.10088,0.10086,610.13
0.10125,0.10084,0.10105,412.92
0.10152,0.10291,0.1022,279.57
