0.11981,0.11989,0.11983,942.59
0.092797,0.093656,0.093221,780.92
0.082143,0.080356,0.081236,555.62
0.07731,0.077576,0.077451,344.68
0.075923,0.075525,0.075738,177.42
0.074934,0.075086,0.075031,83.458
0.074508,0.074828,0.074652,31.93
